Label (Grouping),SEX AND AGE,SEX AND AGE!!Total population,SEX AND AGE!!Total population!!Male,SEX AND AGE!!Total population!!Female,SEX AND AGE!!Total population!!Sex ratio (males per 100 females),SEX AND AGE!!Total population!!Under 5 years,SEX AND AGE!!Total population!!5 to 9 years,SEX AND AGE!!Total population!!10 to 14 years,SEX AND AGE!!Total population!!15 to 19 years,SEX AND AGE!!Total population!!20 to 24 years,SEX AND AGE!!Total population!!25 to 34 years,SEX AND AGE!!Total population!!35 to 44 years,SEX AND AGE!!Total population!!45 to 54 years,SEX AND AGE!!Total population!!55 to 59 years,SEX AND AGE!!Total population!!60 to 64 years,SEX AND AGE!!Total population!!65 to 74 years,SEX AND AGE!!Total population!!75 to 84 years,SEX AND AGE!!Total population!!85 years and over,SEX AND AGE!!Total population!!Median age (years),SEX AND AGE!!Total population!!Under 18 years,SEX AND AGE!!Total population!!16 years and over,SEX AND AGE!!Total population!!18 years and over,SEX AND AGE!!Total population!!21 years and over,SEX AND AGE!!Total population!!62 years and over,SEX AND AGE!!Total population!!65 years and over,SEX AND AGE!!Total population!!18 years and over,SEX AND AGE!!Total population!!18 years and over!!Male,SEX AND AGE!!Total population!!18 years and over!!Female,SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females),SEX AND AGE!!Total population!!65 years and over,SEX AND AGE!!Total population!!65 years and over!!Male,SEX AND AGE!!Total population!!65 years and over!!Female,SEX AND AGE!!Total population!!65 years and over!!Sex ratio (males per 100 females),RACE,RACE!!Total population,RACE!!Total population!!One race,RACE!!Total population!!Two or more races,RACE!!Total population!!One race,RACE!!Total population!!One race!!White,RACE!!Total population!!One race!!Black or African American,RACE!!Total population!!One race!!American Indian and Alaska Native,RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping,RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping,RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping,RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping,RACE!!Total population!!One race!!Asian,RACE!!Total population!!One race!!Asian!!Asian Indian,RACE!!Total population!!One race!!Asian!!Chinese,RACE!!Total population!!One race!!Asian!!Filipino,RACE!!Total population!!One race!!Asian!!Japanese,RACE!!Total population!!One race!!Asian!!Korean,RACE!!Total population!!One race!!Asian!!Vietnamese,RACE!!Total population!!One race!!Asian!!Other Asian,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Guamanian or Chamorro,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander,RACE!!Total population!!One race!!Some other race,RACE!!Total population!!Two or more races,RACE!!Total population!!Two or more races!!White and Black or African American,RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native,RACE!!Total population!!Two or more races!!White and Asian,RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native,Race alone or in combination with one or more other races,Race alone or in combination with one or more other races!!Total population,Race alone or in combination with one or more other races!!Total population!!White,Race alone or in combination with one or more other races!!Total population!!Black or African American,Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Race alone or in combination with one or more other races!!Total population!!Asian,Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander,Race alone or in combination with one or more other races!!Total population!!Some other race,HISPANIC OR LATINO AND RACE,HISPANIC OR LATINO AND RACE!!Total population,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,"HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races",Total housing units,"CITIZEN, VOTING AGE POPULATION","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female"
    Percent,,"74,822",45.90%,54.10%,(X),9.40%,8.40%,8.20%,7.00%,7.70%,16.30%,12.70%,11.50%,5.30%,4.00%,5.90%,3.00%,0.70%,(X),30.30%,72.40%,69.70%,65.20%,11.70%,9.50%,"52,186",44.60%,55.40%,(X),"7,116",38.80%,61.20%,(X),,"74,822",96.80%,3.20%,96.80%,18.10%,45.00%,0.50%,0.00%,0.00%,0.00%,0.00%,1.00%,0.60%,0.10%,0.10%,0.00%,0.10%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,32.20%,3.20%,0.70%,0.20%,0.10%,0.10%,,"74,822",19.50%,46.80%,1.30%,1.30%,0.40%,34.10%,,"74,822",67.20%,5.30%,18.20%,0.30%,43.40%,32.80%,1.20%,29.40%,0.10%,0.90%,0.00%,0.40%,0.80%,0.20%,0.60%,(X),,"37,892",43.30%,56.70%
ZCTA5 10458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Estimate,,"85,620","41,293","44,327",93.2,"7,158","6,065","6,433","7,848","8,891","15,026","9,509","9,634","4,304","3,602","4,478","1,999",673,28.9,"23,389","64,876","62,231","55,569","9,341","7,150","62,231","29,446","32,785",89.8,"7,150","2,728","4,422",61.7,,"85,620","82,355","3,265","82,355","14,411","16,289",333,0,0,0,0,"2,585",887,207,196,76,343,90,786,48,48,0,0,0,"48,689","3,265",868,43,414,8,,"85,620","16,198","18,517",662,"3,271",270,"50,429",,"85,620","60,678","10,120","14,582",767,"35,209","24,942","6,832","14,162",96,"2,494",48,229,"1,081",239,842,"29,436",,"43,550","20,014","23,536"
    Percent,,"85,620",48.20%,51.80%,(X),8.40%,7.10%,7.50%,9.20%,10.40%,17.50%,11.10%,11.30%,5.00%,4.20%,5.20%,2.30%,0.80%,(X),27.30%,75.80%,72.70%,64.90%,10.90%,8.40%,"62,231",47.30%,52.70%,(X),"7,150",38.20%,61.80%,(X),,"85,620",96.20%,3.80%,96.20%,16.80%,19.00%,0.40%,0.00%,0.00%,0.00%,0.00%,3.00%,1.00%,0.20%,0.20%,0.10%,0.40%,0.10%,0.90%,0.10%,0.10%,0.00%,0.00%,0.00%,56.90%,3.80%,1.00%,0.10%,0.50%,0.00%,,"85,620",18.90%,21.60%,0.80%,3.80%,0.30%,58.90%,,"85,620",70.90%,11.80%,17.00%,0.90%,41.10%,29.10%,8.00%,16.50%,0.10%,2.90%,0.10%,0.30%,1.30%,0.30%,1.00%,(X),,"43,550",46.00%,54.00%
ZCTA5 10459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Estimate,,"48,780","23,324","25,456",91.6,"3,590","3,598","3,506","3,831","3,621","7,993","6,155","5,738","3,343","2,443","2,610","1,777",575,32.4,"12,847","37,479","35,933","33,265","6,358","4,962","35,933","16,657","19,276",86.4,"4,962","1,847","3,115",59.3,,"48,780","47,014","1,766","47,014","6,123","15,958",289,4,58,0,0,266,6,54,38,18,0,114,36,27,12,15,0,0,"24,351","1,766",441,150,32,118,,"48,780","6,908","17,325",661,398,75,"25,308",,"48,780","33,569","2,606","12,375",153,"18,435","15,211",843,"13,637",86,266,0,115,264,22,242,"18,216",,"27,835","12,685","15,150"
    Percent,,"48,780",47.80%,52.20%,(X),7.40%,7.40%,7.20%,7.90%,7.40%,16.40%,12.60%,11.80%,6.90%,5.00%,5.40%,3.60%,1.20%,(X),26.30%,76.80%,73.70%,68.20%,13.00%,10.20%,"35,933",46.40%,53.60%,(X),"4,962",37.20%,62.80%,(X),,"48,780",96.40%,3.60%,96.40%,12.60%,32.70%,0.60%,0.00%,0.10%,0.00%,0.00%,0.50%,0.00%,0.10%,0.10%,0.00%,0.00%,0.20%,0.10%,0.10%,0.00%,0.00%,0.00%,0.00%,49.90%,3.60%,0.90%,0.30%,0.10%,0.20%,,"48,780",14.20%,35.50%,1.40%,0.80%,0.20%,51.90%,,"48,780",68.80%,5.30%,25.40%,0.30%,37.80%,31.20%,1.70%,28.00%,0.20%,0.50%,0.00%,0.20%,0.50%,0.00%,0.50%,(X),,"27,835",45.60%,54.40%
ZCTA5 10460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Estimate,,"59,432","27,806","31,626",87.9,"4,826","4,410","4,317","3,838","4,564","9,996","6,685","8,108","3,031","2,879","4,165","1,950",663,32.5,"15,989","45,271","43,443","41,281","8,554","6,778","43,443","19,695","23,748",82.9,"6,778","2,874","3,904",73.6,,"59,432","57,312","2,120","57,312","10,950","20,409",289,4,0,0,0,891,502,195,14,0,0,11,169,145,11,0,96,38,"24,628","2,120",597,91,175,26,,"59,432","12,135","21,693",672,"1,301",213,"25,650",,"59,432","40,914","3,364","15,413",380,"21,757","18,518","1,620","15,195",20,816,96,298,473,54,419,"21,824",,"33,954","15,148","18,806"
    Percent,,"59,432",46.80%,53.20%,(X),8.10%,7.40%,7.30%,6.50%,7.70%,16.80%,11.20%,13.60%,5.10%,4.80%,7.00%,3.30%,1.10%,(X),26.90%,76.20%,73.10%,69.50%,14.40%,11.40%,"43,443",45.30%,54.70%,(X),"6,778",42.40%,57.60%,(X),,"59,432",96.40%,3.60%,96.40%,18.40%,34.30%,0.50%,0.00%,0.00%,0.00%,0.00%,1.50%,0.80%,0.30%,0.00%,0.00%,0.00%,0.00%,0.30%,0.20%,0.00%,0.00%,0.20%,0.10%,41.40%,3.60%,1.00%,0.20%,0.30%,0.00%,,"59,432",20.40%,36.50%,1.10%,2.20%,0.40%,43.20%,,"59,432",68.80%,5.70%,25.90%,0.60%,36.60%,31.20%,2.70%,25.60%,0.00%,1.40%,0.20%,0.50%,0.80%,0.10%,0.70%,(X),,"33,954",44.60%,55.40%
ZCTA5 10461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Estimate,,"49,690","24,036","25,654",93.7,"3,341","2,327","2,923","2,180","2,719","8,546","6,603","6,519","3,118","3,046","4,414","2,673","1,281",38.4,"9,899","40,540","39,791","38,328","9,965","8,368","39,791","18,898","20,893",90.5,"8,368","3,446","4,922",70,,"49,690","47,244","2,446","47,244","24,113","4,681",383,0,0,0,0,"6,100","1,691","1,209",847,4,131,329,"1,889",57,31,0,26,0,"11,910","2,446",466,33,94,26,,"49,690","25,779","6,077",716,"6,601",205,"13,314",,"49,690","23,933","1,995","12,319",328,"9,291","25,757","15,263","3,739",67,"5,833",57,181,617,237,380,"20,157",,"34,190","16,240","17,950"
    Percent,,"49,690",48.40%,51.60%,(X),6.70%,4.70%,5.90%,4.40%,5.50%,17.20%,13.30%,13.10%,6.30%,6.10%,8.90%,5.40%,2.60%,(X),19.90%,81.60%,80.10%,77.10%,20.10%,16.80%,"39,791",47.50%,52.50%,(X),"8,368",41.20%,58.80%,(X),,"49,690",95.10%,4.90%,95.10%,48.50%,9.40%,0.80%,0.00%,0.00%,0.00%,0.00%,12.30%,3.40%,2.40%,1.70%,0.00%,0.30%,0.70%,3.80%,0.10%,0.10%,0.00%,0.10%,0.00%,24.00%,4.90%,0.90%,0.10%,0.20%,0.10%,,"49,690",51.90%,12.20%,1.40%,13.30%,0.40%,26.80%,,"49,690",48.20%,4.00%,24.80%,0.70%,18.70%,51.80%,30.70%,7.50%,0.10%,11.70%,0.10%,0.40%,1.20%,0.50%,0.80%,(X),,"34,190",47.50%,52.50%
ZCTA5 10462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Estimate,,"75,714","35,980","39,734",90.6,"4,564","4,501","4,177","4,524","5,189","12,977","10,972","10,029","5,028","3,945","5,350","3,387","1,071",36.6,"16,088","61,318","59,626","56,939","12,078","9,808","59,626","27,714","31,912",86.8,"9,808","4,102","5,706",71.9,,"75,714","71,897","3,817","71,897","17,579","21,736",729,16,0,0,0,"10,272","4,066",871,819,0,305,402,"3,809",20,0,0,0,20,"21,561","3,817",801,19,565,194,,"75,714","19,726","23,935","1,374","11,683",245,"23,139",,"75,714","34,799","2,906","15,930",414,"15,549","40,915","8,966","18,965",327,"10,218",0,832,"1,607",365,"1,242","31,100",,"49,688","23,204","26,484"
    Percent,,"75,714",47.50%,52.50%,(X),6.00%,5.90%,5.50%,6.00%,6.90%,17.10%,14.50%,13.20%,6.60%,5.20%,7.10%,4.50%,1.40%,(X),21.20%,81.00%,78.80%,75.20%,16.00%,13.00%,"59,626",46.50%,53.50%,(X),"9,808",41.80%,58.20%,(X),,"75,714",95.00%,5.00%,95.00%,23.20%,28.70%,1.00%,0.00%,0.00%,0.00%,0.00%,13.60%,5.40%,1.20%,1.10%,0.00%,0.40%,0.50%,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,28.50%,5.00%,1.10%,0.00%,0.70%,0.30%,,"75,714",26.10%,31.60%,1.80%,15.40%,0.30%,30.60%,,"75,714",46.00%,3.80%,21.00%,0.50%,20.50%,54.00%,11.80%,25.00%,0.40%,13.50%,0.00%,1.10%,2.10%,0.50%,1.60%,(X),,"49,688",46.70%,53.30%
ZCTA5 10463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Estimate,,"71,132","33,290","37,842",88,"4,813","4,164","4,166","3,293","3,695","10,441","8,800","9,308","3,979","3,901","7,483","4,723","2,366",40.4,"15,209","57,055","55,923","53,915","16,808","14,572","55,923","24,781","31,142",79.6,"14,572","5,582","8,990",62.1,,"71,132","66,794","4,338","66,794","33,197","11,573",480,0,0,0,0,"2,774",538,867,307,178,479,40,365,69,0,43,0,26,"18,701","4,338","1,464",380,486,105,,"71,132","36,609","13,844","1,454","3,622",84,"20,266",,"71,132","35,688","2,720","8,723",572,"23,673","35,444","22,166","8,518",113,"2,690",43,470,"1,444",6,"1,438","30,021",,"47,735","20,717","27,018"
    Percent,,"71,132",46.80%,53.20%,(X),6.80%,5.90%,5.90%,4.60%,5.20%,14.70%,12.40%,13.10%,5.60%,5.50%,10.50%,6.60%,3.30%,(X),21.40%,80.20%,78.60%,75.80%,23.60%,20.50%,"55,923",44.30%,55.70%,(X),"14,572",38.30%,61.70%,(X),,"71,132",93.90%,6.10%,93.90%,46.70%,16.30%,0.70%,0.00%,0.00%,0.00%,0.00%,3.90%,0.80%,1.20%,0.40%,0.30%,0.70%,0.10%,0.50%,0.10%,0.00%,0.10%,0.00%,0.00%,26.30%,6.10%,2.10%,0.50%,0.70%,0.10%,,"71,132",51.50%,19.50%,2.00%,5.10%,0.10%,28.50%,,"71,132",50.20%,3.80%,12.30%,0.80%,33.30%,49.80%,31.20%,12.00%,0.20%,3.80%,0.10%,0.70%,2.00%,0.00%,2.00%,(X),,"47,735",43.40%,56.60%
ZCTA5 10464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Estimate,,"4,531","2,271","2,260",100.5,113,420,328,152,190,756,482,745,133,244,513,242,213,42.1,895,"3,652","3,636","3,497","1,156",968,"3,636","1,640","1,996",82.2,968,410,558,73.5,,"4,531","4,373",158,"4,373","3,084",1,0,0,0,0,0,227,0,13,176,23,0,0,15,0,0,0,0,0,"1,061",158,0,0,0,0,,"4,531","3,242",1,0,227,0,"1,219",,"4,531","1,904",401,"1,091",0,412,"2,627","2,379",1,0,227,0,20,0,0,0,"2,095",,"3,325","1,569","1,756"
    Percent,,"4,531",50.10%,49.90%,(X),2.50%,9.30%,7.20%,3.40%,4.20%,16.70%,10.60%,16.40%,2.90%,5.40%,11.30%,5.30%,4.70%,(X),19.80%,80.60%,80.20%,77.20%,25.50%,21.40%,"3,636",45.10%,54.90%,(X),968,42.40%,57.60%,(X),,"4,531",96.50%,3.50%,96.50%,68.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.30%,3.90%,0.50%,0.00%,0.00%,0.30%,0.00%,0.00%,0.00%,0.00%,0.00%,23.40%,3.50%,0.00%,0.00%,0.00%,0.00%,,"4,531",71.60%,0.00%,0.00%,5.00%,0.00%,26.90%,,"4,531",42.00%,8.90%,24.10%,0.00%,9.10%,58.00%,52.50%,0.00%,0.00%,5.00%,0.00%,0.40%,0.00%,0.00%,0.00%,(X),,"3,325",47.20%,52.80%
ZCTA5 10465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Estimate,,"43,671","21,334","22,337",95.5,"2,666","2,290","2,114","3,007","2,886","5,322","5,468","6,244","3,132","2,919","3,694","2,325","1,604",41.9,"8,712","36,001","34,959","32,831","9,303","7,623","34,959","16,517","18,442",89.6,"7,623","3,080","4,543",67.8,,"43,671","42,165","1,506","42,165","25,689","5,810",13,0,0,0,0,"1,220",299,295,251,0,55,231,89,8,0,0,8,0,"9,425","1,506",691,87,131,43,,"43,671","27,021","6,723",251,"1,382",20,"9,891",,"43,671","20,121",538,"12,106",346,"7,131","23,550","18,013","3,841",0,"1,081",8,342,265,45,220,"16,714",,"33,011","15,657","17,354"
    Percent,,"43,671",48.90%,51.10%,(X),6.10%,5.20%,4.80%,6.90%,6.60%,12.20%,12.50%,14.30%,7.20%,6.70%,8.50%,5.30%,3.70%,(X),19.90%,82.40%,80.10%,75.20%,21.30%,17.50%,"34,959",47.20%,52.80%,(X),"7,623",40.40%,59.60%,(X),,"43,671",96.60%,3.40%,96.60%,58.80%,13.30%,0.00%,0.00%,0.00%,0.00%,0.00%,2.80%,0.70%,0.70%,0.60%,0.00%,0.10%,0.50%,0.20%,0.00%,0.00%,0.00%,0.00%,0.00%,21.60%,3.40%,1.60%,0.20%,0.30%,0.10%,,"43,671",61.90%,15.40%,0.60%,3.20%,0.00%,22.60%,,"43,671",46.10%,1.20%,27.70%,0.80%,16.30%,53.90%,41.20%,8.80%,0.00%,2.50%,0.00%,0.80%,0.60%,0.10%,0.50%,(X),,"33,011",47.40%,52.60%
ZCTA5 10466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Estimate,,"75,039","33,287","41,752",79.7,"4,803","4,106","4,935","5,347","6,170","10,489","9,396","10,073","5,236","4,463","5,927","3,039","1,055",36.6,"17,073","60,089","57,966","55,109","12,658","10,021","57,966","25,067","32,899",76.2,"10,021","3,935","6,086",64.7,,"75,039","72,996","2,043","72,996","8,741","53,651",898,0,0,0,174,"2,132","1,720",173,45,12,21,0,161,52,0,0,0,52,"7,522","2,043",583,409,64,37,,"75,039","10,036","54,926","1,444","2,604",70,"8,117",,"75,039","17,603","1,377","6,697",499,"9,030","57,436","2,236","50,321",328,"2,132",37,"1,335","1,047",278,769,"25,372",,"47,583","20,332","27,251"
    Percent,,"75,039",44.40%,55.60%,(X),6.40%,5.50%,6.60%,7.10%,8.20%,14.00%,12.50%,13.40%,7.00%,5.90%,7.90%,4.00%,1.40%,(X),22.80%,80.10%,77.20%,73.40%,16.90%,13.40%,"57,966",43.20%,56.80%,(X),"10,021",39.30%,60.70%,(X),,"75,039",97.30%,2.70%,97.30%,11.60%,71.50%,1.20%,0.00%,0.00%,0.00%,0.20%,2.80%,2.30%,0.20%,0.10%,0.00%,0.00%,0.00%,0.20%,0.10%,0.00%,0.00%,0.00%,0.10%,10.00%,2.70%,0.80%,0.50%,0.10%,0.00%,,"75,039",13.40%,73.20%,1.90%,3.50%,0.10%,10.80%,,"75,039",23.50%,1.80%,8.90%,0.70%,12.00%,76.50%,3.00%,67.10%,0.40%,2.80%,0.00%,1.80%,1.40%,0.40%,1.00%,(X),,"47,583",42.70%,57.30%
ZCTA5 10467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Estimate,,"101,255","47,987","53,268",90.1,"8,204","6,810","6,969","5,829","6,557","17,238","13,823","12,710","5,678","6,038","6,605","3,333","1,461",34.3,"25,413","78,178","75,842","72,209","14,716","11,399","75,842","35,668","40,174",88.8,"11,399","4,770","6,629",72,,"101,255","96,970","4,285","96,970","24,355","35,955",631,0,0,0,0,"5,871","1,986",616,306,43,99,386,"2,435",77,0,18,40,19,"30,081","4,285","1,118",145,641,178,,"101,255","26,942","38,445","1,333","6,906",416,"31,918",,"101,255","52,735","8,705","18,117",891,"25,022","48,520","9,355","30,812",350,"5,754",19,768,"1,462",202,"1,260","38,832",,"57,816","26,359","31,457"
    Percent,,"101,255",47.40%,52.60%,(X),8.10%,6.70%,6.90%,5.80%,6.50%,17.00%,13.70%,12.60%,5.60%,6.00%,6.50%,3.30%,1.40%,(X),25.10%,77.20%,74.90%,71.30%,14.50%,11.30%,"75,842",47.00%,53.00%,(X),"11,399",41.80%,58.20%,(X),,"101,255",95.80%,4.20%,95.80%,24.10%,35.50%,0.60%,0.00%,0.00%,0.00%,0.00%,5.80%,2.00%,0.60%,0.30%,0.00%,0.10%,0.40%,2.40%,0.10%,0.00%,0.00%,0.00%,0.00%,29.70%,4.20%,1.10%,0.10%,0.60%,0.20%,,"101,255",26.60%,38.00%,1.30%,6.80%,0.40%,31.50%,,"101,255",52.10%,8.60%,17.90%,0.90%,24.70%,47.90%,9.20%,30.40%,0.30%,5.70%,0.00%,0.80%,1.40%,0.20%,1.20%,(X),,"57,816",45.60%,54.40%
ZCTA5 10468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Estimate,,"78,881","36,974","41,907",88.2,"7,095","5,655","5,489","4,830","6,199","14,110","9,812","10,045","4,493","3,233","4,503","2,504",913,32.2,"21,333","59,562","57,548","54,648","9,723","7,920","57,548","26,422","31,126",84.9,"7,920","3,026","4,894",61.8,,"78,881","76,493","2,388","76,493","12,484","19,919",653,158,0,0,0,"1,830",233,153,423,4,98,403,516,303,292,0,0,11,"41,304","2,388",817,76,114,56,,"78,881","13,850","21,414","1,153","2,286",333,"42,380",,"78,881","60,593","9,486","11,748",325,"39,034","18,288","2,323","12,701",332,"1,771",0,567,594,193,401,"27,600",,"39,113","17,378","21,735"
    Percent,,"78,881",46.90%,53.10%,(X),9.00%,7.20%,7.00%,6.10%,7.90%,17.90%,12.40%,12.70%,5.70%,4.10%,5.70%,3.20%,1.20%,(X),27.00%,75.50%,73.00%,69.30%,12.30%,10.00%,"57,548",45.90%,54.10%,(X),"7,920",38.20%,61.80%,(X),,"78,881",97.00%,3.00%,97.00%,15.80%,25.30%,0.80%,0.20%,0.00%,0.00%,0.00%,2.30%,0.30%,0.20%,0.50%,0.00%,0.10%,0.50%,0.70%,0.40%,0.40%,0.00%,0.00%,0.00%,52.40%,3.00%,1.00%,0.10%,0.10%,0.10%,,"78,881",17.60%,27.10%,1.50%,2.90%,0.40%,53.70%,,"78,881",76.80%,12.00%,14.90%,0.40%,49.50%,23.20%,2.90%,16.10%,0.40%,2.20%,0.00%,0.70%,0.80%,0.20%,0.50%,(X),,"39,113",44.40%,55.60%
ZCTA5 10469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Estimate,,"72,384","33,083","39,301",84.2,"4,066","3,343","4,848","4,748","4,693","10,147","9,104","9,273","4,777","4,677","6,513","4,290","1,905",40.3,"15,217","59,486","57,167","54,379","15,540","12,708","57,167","25,751","31,416",82,"12,708","5,210","7,498",69.5,,"72,384","69,716","2,668","69,716","12,756","40,936",459,0,0,0,0,"4,493",643,373,777,9,38,413,"2,240",0,0,0,0,0,"11,072","2,668",349,51,74,74,,"72,384","13,831","42,763",886,"4,930",169,"12,878",,"72,384","20,970","1,159","9,628",561,"9,622","51,414","7,267","38,257",143,"4,427",0,461,859,269,590,"23,569",,"48,292","21,829","26,463"
    Percent,,"72,384",45.70%,54.30%,(X),5.60%,4.60%,6.70%,6.60%,6.50%,14.00%,12.60%,12.80%,6.60%,6.50%,9.00%,5.90%,2.60%,(X),21.00%,82.20%,79.00%,75.10%,21.50%,17.60%,"57,167",45.00%,55.00%,(X),"12,708",41.00%,59.00%,(X),,"72,384",96.30%,3.70%,96.30%,17.60%,56.60%,0.60%,0.00%,0.00%,0.00%,0.00%,6.20%,0.90%,0.50%,1.10%,0.00%,0.10%,0.60%,3.10%,0.00%,0.00%,0.00%,0.00%,0.00%,15.30%,3.70%,0.50%,0.10%,0.10%,0.10%,,"72,384",19.10%,59.10%,1.20%,6.80%,0.20%,17.80%,,"72,384",29.00%,1.60%,13.30%,0.80%,13.30%,71.00%,10.00%,52.90%,0.20%,6.10%,0.00%,0.60%,1.20%,0.40%,0.80%,(X),,"48,292",45.20%,54.80%
ZCTA5 10470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Estimate,,"15,716","7,215","8,501",84.9,"1,123",824,652,642,894,"2,510","2,368","2,250",788,"1,044","1,257",954,410,39.2,"3,028","12,970","12,688","12,340","3,406","2,621","12,688","5,678","7,010",81,"2,621",990,"1,631",60.7,,"15,716","15,248",468,"15,248","6,685","6,723",6,0,0,0,0,463,156,30,151,28,5,8,85,0,0,0,0,0,"1,371",468,118,23,68,1,,"15,716","7,007","6,933",114,609,36,"1,546",,"15,716","2,958",121,"1,257",72,"1,508","12,758","5,582","6,369",0,463,0,118,226,46,180,"6,495",,"10,963","4,796","6,167"
