Label (Grouping),ZCTA5 10451,ZCTA5 10452,ZCTA5 10453,ZCTA5 10454,ZCTA5 10455,ZCTA5 10456,ZCTA5 10457,ZCTA5 10458,ZCTA5 10459,ZCTA5 10460,ZCTA5 10461,ZCTA5 10462,ZCTA5 10463,ZCTA5 10464,ZCTA5 10465,ZCTA5 10466,ZCTA5 10467,ZCTA5 10468,ZCTA5 10469,ZCTA5 10470,ZCTA5 10471,ZCTA5 10472,ZCTA5 10473,ZCTA5 10474,ZCTA5 10475
Total,"17,779","25,866","27,018","12,772","13,851","29,651","24,364","27,806","16,496","20,706","21,127","31,331","30,368","2,272","16,889","24,854","37,432","26,178","24,078","6,882","10,054","23,386","21,323","3,985","18,911"
