Label (Grouping),ZCTA5 10451,ZCTA5 10452,ZCTA5 10453,ZCTA5 10454,ZCTA5 10455,ZCTA5 10456,ZCTA5 10457,ZCTA5 10458,ZCTA5 10459,ZCTA5 10460,ZCTA5 10461,ZCTA5 10462,ZCTA5 10463,ZCTA5 10464,ZCTA5 10465,ZCTA5 10466,ZCTA5 10467,ZCTA5 10468,ZCTA5 10469,ZCTA5 10470,ZCTA5 10471,ZCTA5 10472,ZCTA5 10473,ZCTA5 10474,ZCTA5 10475
Total,"45,713","75,371","78,309","37,337","39,665","86,547","70,496","79,492","47,308","57,311","50,502","75,784","67,970","4,534","42,230","67,813","97,060","76,103","66,631","15,293","22,922","66,358","58,519","12,281","40,931"
